Created Time,Last Modified Time,Display Name,Company Name,Salutation,First Name,Last Name,Phone,Currency Code,Notes,Website,Status,Opening Balance,Exchange Rate,Bank Account Payment,Credit Limit,Customer Sub Type,Billing Attention,Billing Address,Billing Street2,Billing City,Billing State,Billing Country,Billing Code,Billing Phone,Billing Fax,Shipping Attention,Shipping Address,Shipping Street2,Shipping City,Shipping State,Shipping Country,Shipping Code,Shipping Phone,Shipping Fax,Skype Identity,Facebook,Twitter,Department,Designation,Price List,Payment Terms,Payment Terms Label,Tax Type,Last Sync Time,Owner Name,Primary Contact ID,EmailID,MobilePhone,Contact ID,Contact Name,Contact Type,Taxable,Tax Name,Tax Percentage,Contact Address ID,Source,CF.TIN Number:
2022-10-23 09:44:41,2022-10-23 14:22:57,Faruma Fathis Investment A6,,,Faruma Fathis Investment A6,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001095055,,,3262759000001095053,Faruma Fathis Investment A6,customer,true,,,3262759000001095053,,
2022-10-23 16:31:43,2023-02-09 16:53:21,M&R Investment,,,M&R Investment,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001088593,,,3262759000001088591,M&R Investment,customer,true,,,3262759000001088591,user,1088403GST501
2022-10-24 16:12:27,2022-10-24 16:35:01,Selena Mart,,,Selena Mart,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001094067,,,3262759000001094065,Selena Mart,customer,true,,,3262759000001094065,,1039487GST501
2022-10-25 11:03:36,2022-10-25 11:03:36,"Fashion Square, 7950244, 9772333",,,Fashion Square,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,Nirolhu Magu 11,,Hulhumale',,,,,,,,,,,,0,Due on Receipt,,,,3262759000001088919,,,3262759000001088917,"Fashion Square, 7950244, 9772333",customer,true,,,3262759000001088917,user,
2022-10-26 09:55:55,2023-06-06 17:31:01,"Aapoint 
B/12",,,"Aapoint 
B/12",,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001109003,,,3262759000001109001,"Aapoint 
B/12",customer,true,,,3262759000001109001,,
2022-10-27 10:20:50,2023-07-23 15:01:32,Em Farm E-16 7991424,,,Em Farm E-16,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001120003,,,3262759000001120001,Em Farm E-16 7991424,customer,true,,,3262759000001120001,,
2022-10-27 10:33:17,2022-11-03 09:48:01,Arena Beach Hotel,,,Arena Beach Hotel,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001119071,,,3262759000001119069,Arena Beach Hotel,customer,true,,,3262759000001119069,user,1046574GST001
2022-10-27 14:20:27,2022-10-27 16:12:26,adress Ithaa E-12,,,adress Ithaa E-12,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001123003,,,3262759000001123001,adress Ithaa E-12,customer,true,,,3262759000001123001,,
2022-10-27 16:18:06,2023-06-17 11:32:23,Restaurant Maldives Private Limited ,,,Restaurant Maldives Private Limited ,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001127003,,,3262759000001127001,Restaurant Maldives Private Limited ,customer,true,,,3262759000001127001,,1095866GST501
2022-10-30 11:08:10,2022-10-30 11:11:24,Lets Go P1,,,Lets Go,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001135353,,,3262759000001135351,Lets Go P1,customer,true,,,3262759000001135351,user,
2022-10-31 14:04:06,2023-05-21 10:11:49,Nice Mart Q4,,,Nice Mart Q4,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001135705,,,3262759000001135703,Nice Mart Q4,customer,true,,,3262759000001135703,user,
2022-10-31 16:27:28,2023-04-19 16:21:03,Own Maldives Pvt Ltd,,,Own Maldives Pvt Ltd,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001135927,,,3262759000001135925,Own Maldives Pvt Ltd,customer,true,,,3262759000001135925,user,1083280GST501
2022-10-31 16:34:12,2022-11-07 14:20:17,Smart Own Maldives Pvt Ltd,,,Smart Own Maldives Pvt Ltd,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001135953,,,3262759000001135951,Smart Own Maldives Pvt Ltd,customer,true,,,3262759000001135951,user,1083280GST501
2022-11-02 09:10:18,2022-11-02 09:10:18,Agent Service Maldives,,,Agent Service Maldives,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001143003,,,3262759000001143001,Agent Service Maldives,customer,true,,,3262759000001143001,user,
2022-11-02 09:11:44,2022-11-02 09:11:44,Agent Service Maldives HDH. Neykurendhoo 7464677 SP022929019,,,Agent Service Maldives HDH. Neykurendhoo 7464677 SP022929019,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001143016,,,3262759000001143014,Agent Service Maldives HDH. Neykurendhoo 7464677 SP022929019,customer,true,,,3262759000001143014,user,
2022-11-02 16:56:36,2022-11-02 18:32:41,Every Stop,,,Every Stop,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001149003,,,3262759000001149001,Every Stop,customer,true,,,3262759000001149001,,
2022-11-03 13:45:16,2022-11-03 13:58:59,FEEROSE SHOP,,,FEEROSE SHOP,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001152003,,,3262759000001152001,FEEROSE SHOP,customer,true,,,3262759000001152001,,
2022-11-05 15:03:19,2023-02-08 16:35:17,Cafe More,,,Cafe More,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001163003,,,3262759000001163001,Cafe More,customer,true,,,3262759000001163001,,1113007GST501
2022-11-05 16:55:52,2022-11-05 16:55:52,Super Mart ,,,Super Mart ,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001165003,,,3262759000001165001,Super Mart ,customer,true,,,3262759000001165001,,1096985GST501
2022-11-06 09:46:21,2022-11-06 09:46:21,Mifco/Male,,,Mifco,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001160686,,,3262759000001160684,Mifco/Male,customer,true,,,3262759000001160684,user,
2022-11-07 17:35:07,2022-11-07 17:45:45,Gobaazaaru,,,Gobaazaaru,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001176003,,,3262759000001176001,Gobaazaaru,customer,true,,,3262759000001176001,,
2022-11-08 16:05:22,2023-05-06 18:05:08,Get It ,,,Get It ,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001182003,,,3262759000001182001,Get It ,customer,true,,,3262759000001182001,,1066314GST501
2022-11-09 11:41:51,2022-11-09 11:41:51,Moosa,,,Moosa,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001171027,,,3262759000001171025,Moosa,customer,true,,,3262759000001171025,,
2022-11-09 11:55:14,2022-11-10 10:06:13,MM Mart,,,MM Mart,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001174158,,,3262759000001174156,MM Mart,customer,true,,,3262759000001174156,,
2022-11-09 15:08:18,2023-03-05 12:20:56,LAAMA,,,LAAMA,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001174192,,,3262759000001174190,LAAMA,customer,true,,,3262759000001174190,user,1023278GST501
2022-11-09 16:06:27,2022-11-09 17:17:40,Limbus,,,Limbus,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001174274,,,3262759000001174272,Limbus,customer,true,,,3262759000001174272,user,1139530GST501
2022-11-10 14:33:09,2023-06-14 15:35:30,DKT M7,,,DKT M7,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001188019,,,3262759000001188017,DKT M7,customer,true,,,3262759000001188017,,
2022-11-10 17:04:51,2022-11-10 17:07:19,Three Zee Mart,,,Three Zee Mart,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001202003,,,3262759000001202001,Three Zee Mart,customer,true,,,3262759000001202001,,1003227GST501
2022-11-12 09:51:02,2022-11-12 11:29:13,Shafe Q-1,,,Shafe Q-1,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001208003,,,3262759000001208001,Shafe Q-1,customer,true,,,3262759000001208001,,
2022-11-12 10:59:02,2023-07-11 16:30:44,Retro Mart D-12,,,Retro Mart D-12,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001210003,,,3262759000001210001,Retro Mart D-12,customer,true,,,3262759000001210001,,
2022-11-12 13:42:06,2023-07-05 14:33:42,Sp trade,,,Sp trade,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001211060,,,3262759000001211058,Sp trade,customer,true,,,3262759000001211058,,1010202GST501
2022-11-12 14:36:22,2022-11-12 14:36:22,Duplex Pvt Ltd,,,Duplex Pvt Ltd,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001216059,,,3262759000001216057,Duplex Pvt Ltd,customer,true,,,3262759000001216057,,
2022-11-12 16:38:32,2022-11-12 18:14:30,Uda,,,Uda,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001221003,,,3262759000001221001,Uda,customer,true,,,3262759000001221001,,"1071831GST501
"
2022-11-13 17:12:12,2023-02-08 16:38:01,Cafe Leeks,,,Cafe Leeks,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001237003,,,3262759000001237001,Cafe Leeks,customer,true,,,3262759000001237001,,
2022-11-14 09:26:53,2022-11-14 10:43:27,QF Carpentry ,,,QF Carpentry ,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001231023,,,3262759000001231021,QF Carpentry ,customer,true,,,3262759000001231021,,
2022-11-14 10:32:38,2022-11-14 10:43:12,ARENA SOUVENIRS,,,ARENA SOUVENIRS,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001241003,,,3262759000001241001,ARENA SOUVENIRS,customer,true,,,3262759000001241001,,1100844GST501
2022-11-14 10:39:04,2023-07-04 15:25:26,GLORIA MART,,,GLORIA MART,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001242003,,,3262759000001242001,GLORIA MART,customer,true,,,3262759000001242001,,1009651GST501
2022-11-14 13:11:47,2022-11-14 13:11:47,vital cafe,,,vital cafe,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001242247,,,3262759000001242245,vital cafe,customer,true,,,3262759000001242245,user,
2022-11-14 13:13:46,2023-07-05 16:58:41,Vital Cafe ,,,Vital Cafe ,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001238095,,,3262759000001238093,Vital Cafe ,customer,true,,,3262759000001238093,,1023937GST 501
2022-11-15 11:09:31,2022-11-15 11:09:31,ALI  Muea,,,ALI  Muea,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001242334,,,3262759000001242332,ALI  Muea,customer,true,,,3262759000001242332,user,
2022-11-15 11:12:17,2023-02-05 15:20:10,Ali mued,,,Ali mued,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001242347,,,3262759000001242345,Ali mued,customer,true,,,3262759000001242345,user,
2022-11-15 17:15:56,2022-11-15 18:35:17,Markup Pvt Ltd,,,Markup Pvt Ltd,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001249017,,,3262759000001249015,Markup Pvt Ltd,customer,true,,,3262759000001249015,,1082923 GST501
2022-11-16 11:43:05,2022-11-16 11:52:00,Rani cafe c/6,,,Rani cafe c/6,,9821221,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001247637,,9821221,3262759000001247635,Rani cafe c/6,customer,true,,,3262759000001247635,user,
2022-11-16 11:45:25,2022-11-16 11:49:57,MASTORE c/6,,,MASTORE c/6,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001247664,,,3262759000001247662,MASTORE c/6,customer,true,,,3262759000001247662,user,
2022-11-16 13:42:20,2022-11-16 13:42:20,Farishma Mini Mart,,,Farishma Mini Mart,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001247779,,,3262759000001247777,Farishma Mini Mart,customer,true,,,3262759000001247777,user,
2022-11-17 11:21:25,2022-11-17 13:49:52,Germanyge/ K.Maafushi,,,Germanyge/ K.Maafushi,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001265003,,,3262759000001265001,Germanyge/ K.Maafushi,customer,true,,,3262759000001265001,user,
2022-11-17 16:46:56,2022-11-17 16:49:09,Guleynooranmage Th.Gaadhifushi N-9,,,Guleynooranmage Th.Gaadhifushi N-9,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001271025,,,3262759000001271023,Guleynooranmage Th.Gaadhifushi N-9,customer,true,,,3262759000001271023,user,
2022-11-17 18:25:45,2022-11-17 18:25:45,Fathimath Warudha HM lot: 10573,,,Fathimath Warudha HM lot: 10573,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001273061,,,3262759000001273059,Fathimath Warudha HM lot: 10573,customer,true,,,3262759000001273059,user,
2022-11-19 10:34:40,2023-03-26 11:06:30,Rose I-2,,,Rose I-2,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001281019,,,3262759000001281017,Rose I-2,customer,true,,,3262759000001281017,,
2022-11-19 14:33:39,2022-11-19 14:33:39,PENTAGRAM,,,PENTAGRAM,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001282047,,,3262759000001282045,PENTAGRAM,customer,true,,,3262759000001282045,,
2022-11-19 14:38:02,2022-11-19 15:00:59,PENTAGRAM B-12,,,PENTAGRAM ,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001287003,,,3262759000001287001,PENTAGRAM B-12,customer,true,,,3262759000001287001,,1013730GST501
2022-11-19 17:17:21,2022-11-19 17:17:21,Oppathu,,,Oppathu,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001274121,,,3262759000001274119,Oppathu,customer,true,,,3262759000001274119,user,
2022-11-20 10:28:21,2022-12-25 10:49:54,Standard & Origin Pvt Ltd,,,Standard & Origin Pvt Ltd,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001274295,,,3262759000001274293,Standard & Origin Pvt Ltd,customer,true,,,3262759000001274293,user,1010535GST501
2022-11-20 16:33:29,2022-11-21 15:48:28,Root,,,Root,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001274668,,,3262759000001274666,Root,customer,true,,,3262759000001274666,user,1000369GST501
2022-11-20 17:30:52,2022-11-20 17:30:52,Root ,,,Root ,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001276021,,,3262759000001276019,Root ,customer,true,,,3262759000001276019,,1000369GST501
2022-11-22 16:01:02,2023-02-19 08:58:50,Mohamed Faarooq L.GAN,,,,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,,,,3262759000001306045,Mohamed Faarooq L.GAN,customer,true,,,3262759000001306045,,
2022-11-23 09:46:56,2023-02-08 16:45:08,Mohamed Faroog,,,Mohamed Faroog,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001316003,,,3262759000001316001,Mohamed Faroog,customer,true,,,3262759000001316001,,
2022-11-23 11:30:58,2022-11-23 17:33:25,Frozen Plus,,,Frozen Plus,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001313063,,,3262759000001313061,Frozen Plus,customer,true,,,3262759000001313061,,1075846GST501 
2022-11-24 11:19:38,2023-07-04 11:42:03,Okaaz ,,,Okaaz ,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001331019,,,3262759000001331017,Okaaz ,customer,true,,,3262759000001331017,,1030392GST501
2022-11-24 11:40:49,2023-06-26 09:36:49,Maal,,,Maal,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001328021,,,3262759000001328019,Maal,customer,true,,,3262759000001328019,,1000181GST501
2022-11-24 13:28:15,2022-11-24 17:13:01,ABCi private limited ,,,ABCi private limited ,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001336003,,,3262759000001336001,ABCi private limited ,customer,true,,,3262759000001336001,,1003646gst501
2022-11-26 10:21:14,2023-06-26 13:33:05,Fasmugoo B.Eydhafushi,,,Fasmugoo B.Eydhafushi,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001344003,,,3262759000001344001,Fasmugoo B.Eydhafushi,customer,true,,,3262759000001344001,,1006916GST501
2022-11-26 10:24:12,2022-12-21 15:58:32,Shifa Dm  Q10 9996170,,,Shifa Q10 ,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001345003,,,3262759000001345001,Shifa Dm  Q10 9996170,customer,true,,,3262759000001345001,,
2022-11-26 10:40:11,2022-11-26 10:45:50,Mohamed Shaathir.  AA.MAALHOS. U8  7952663,,,Mohamed Shaathir.  AA.MAALHOS. U8  7952663,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001348003,,,3262759000001348001,Mohamed Shaathir.  AA.MAALHOS. U8  7952663,customer,true,,,3262759000001348001,,
2022-11-26 14:30:16,2023-06-27 11:06:57,"Chaandhanee Plaza
 ",,,"Chaandhanee Plaza
 ",,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001351003,,,3262759000001351001,"Chaandhanee Plaza
 ",customer,true,,,3262759000001351001,,1016479GST501
2022-11-26 17:41:01,2022-12-21 10:34:48,Sea View M.Dhugaru K8,,,,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,,,,3262759000001356001,Sea View M.Dhugaru K8,customer,true,,,3262759000001356001,,1107192GST501
2022-11-26 17:52:23,2022-11-26 18:37:00,Semax ,,,Semax ,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001350099,,,3262759000001350097,Semax ,customer,true,,,3262759000001350097,,
2022-11-26 18:54:45,2022-11-26 18:54:55, Ashraf Shairaamanzil f.bilehdhoo L-3,,, Ashraf Shairaamanzil f.bilehdhoo L-3,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001347665,,,3262759000001347663, Ashraf Shairaamanzil f.bilehdhoo L-3,customer,true,,,3262759000001347663,,
2022-11-27 09:43:49,2022-11-27 09:49:59,Breaz mart,,,Breaz mart,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001347678,,,3262759000001347676,Breaz mart,customer,true,,,3262759000001347676,user,
2022-11-27 09:47:22,2022-11-27 09:50:10,Reesh L Fonadhoo 0_8,,,Reesh L Fonadhoo 0_8,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001347705,,,3262759000001347703,Reesh L Fonadhoo 0_8,customer,true,,,3262759000001347703,user,
2022-11-27 09:59:21,2022-11-28 09:06:01,Shahidha I-6,,,Shahidha I-6,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001346061,,,3262759000001346059,Shahidha I-6,customer,true,,,3262759000001346059,,
2022-11-27 12:16:50,2022-11-27 13:05:17,Subtown,,,Subtown,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001348048,,,3262759000001348046,Subtown,customer,true,,,3262759000001348046,,1150222GST501
2022-11-27 13:44:12,2023-05-03 13:56:17,"Quay Mart
",,,"Quay Mart
",,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001351017,,,3262759000001351015,"Quay Mart
",customer,true,,,3262759000001351015,,1001463GST501
2022-11-27 14:36:41,2023-04-13 13:49:21,the prize F-3,,,the prize F-3,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001360063,,,3262759000001360061,the prize F-3,customer,true,,,3262759000001360061,user,
2022-11-27 14:52:28,2023-05-04 09:48:34,Trust Plus C-8,,,Trust Plus C-8,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001360160,,,3262759000001360158,Trust Plus C-8,customer,true,,,3262759000001360158,user,
2022-11-27 15:10:04,2022-11-27 15:46:48,STAR UFAA,,,STAR UFAA,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001356013,,,3262759000001356011,STAR UFAA,customer,true,,,3262759000001356011,,1009982 GST502
2022-11-27 17:14:58,2023-06-15 10:48:31,Eco Packs,,,Eco Packs,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,Eco packs. Nikagas Magu.  7777653,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001345108,,,3262759000001345106,Eco Packs,customer,true,,,3262759000001345106,,1013791GST502
2022-11-28 13:56:24,2022-11-28 14:02:30,Rani Cafe C-6,,,Rani Cafe C-6,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001362003,,,3262759000001362001,Rani Cafe C-6,customer,true,,,3262759000001362001,user,
2022-11-28 13:59:20,2023-02-02 09:49:39,Honeybunny F-8,,,Honeybunny F-8,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001362030,,,3262759000001362028,Honeybunny F-8,customer,true,,,3262759000001362028,user,
2022-11-28 14:23:35,2023-01-22 10:36:18,Family One Mart ,,,,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,,,,3262759000001364001,Family One Mart ,customer,true,,,3262759000001364001,,1056597GST501
2022-11-28 15:01:40,2023-04-18 14:37:00,Hiyfahi Mart,,,,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,,,,3262759000001366001,Hiyfahi Mart,customer,true,,,3262759000001366001,,
2022-11-28 17:27:31,2023-03-12 10:43:42,Daynight Mart,,,Daynight Mart,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001369003,,,3262759000001369001,Daynight Mart,customer,true,,,3262759000001369001,,1001743GST501
2022-11-28 18:02:32,2022-11-28 18:12:04,CENTER PEARI,,,CENTER PEARI,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001371003,,,3262759000001371001,CENTER PEARI,customer,true,,,3262759000001371001,,1007147GST501
2022-11-29 08:47:44,2022-12-26 19:02:30,"Happy Plaza
",,,"Happy Plaza
",,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001373003,,,3262759000001373001,"Happy Plaza
",customer,true,,,3262759000001373001,, 1011134GST501
2022-11-30 10:20:00,2023-02-09 16:43:32,Aneh Fihaara,,,Aneh Fihaara,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001383047,,,3262759000001383045,Aneh Fihaara,customer,true,,,3262759000001383045,,1013473GST501
2022-11-30 11:49:44,2023-06-24 17:45:03,Haa Dhal Atoll Fiaara,,,Haa Dhal Atoll Fiaara,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001389003,,,3262759000001389001,Haa Dhal Atoll Fiaara,customer,true,,,3262759000001389001,,1001062GST501
2022-11-30 18:43:50,2022-11-30 18:44:11, Chaman Plus / C14,,, Chaman Plus / C14,,,MVR,,,Active,,,false,0.000,business,,,,,,,,,,,,,,,,,,,,,,,,,0,Due on Receipt,,,,3262759000001393003,,,3262759000001393001, Chaman Plus / C14,customer,true,,,3262759000001393001,,
